question_id,question,answer,field,year,correct answer,question_english,answer_english,field_english,question_type_category,question_type_format,question_type_clinical_domain,question_type_specialty_subtype,question_type_complexity_level,question_type_is_clinical_case,question_type_required_knowledge,question_type_gender,question_type_age_value,question_type_age_unit,question_type_age_ageCategory
4796,کدام یک از داروهای زیر در درمان عفونت های ناشی از ارگانیسم های بی هوازی و کوکسی های گرم مثبت موثر است ولی بر باسیل های گرم منفی بی تاثیر است؟,"{'1': 'کلیندامایسین ', '2': 'وانکومایسین ', '3': 'كلرامفنیکل ', '4': 'مترونيدازول'}",فارماکولوژی,1398,1,Which of the following drugs is effective in treating infections caused by anaerobic organisms and Gram-positive cocci but is ineffective against Gram-negative bacilli?,"{""1"": ""Clindamycin"", ""2"": ""Vancomycin"", ""3"": ""Chloramphenicol"", ""4"": ""Metronidazole""}",Pharmacology,pharmacology,multiple_choice,infectious_disease,antibiotics,intermediate,0.0,"[""pharmacology"", ""microbiology"", ""antibiotic spectrum of activity""]",unspecified,unspecified,unspecified,Unspecified
5461,خانم ۳۰ ساله ای با شکایت تنگی نفس ناگهانی به اورژانس مراجعه می کند بیمار مضطرب و تاکی پنیک می باشد و در معاینه RR=35 min دارد، سابقه مسافرت طولانی اخیر را ذکر می کند، CXR نرمال است، اینترن کشیک با شک به آمبولی ریه D. dimer چک می کند و جواب آزمایش منفی است، مناسب ترین اقدام بعدی کدام است؟,"{'1': 'اکوکاردیوگرافی ', '2': 'چک مجدد D.dimer به روش الیزا ', '3': 'CT آنژیوگرافی از عروق ریوی ', '4': 'انجام اسكن پرفیوژن و ونتیلاسیون'}",ریه,1398,3,"A 30-year-old woman presents to the emergency department with a complaint of sudden shortness of breath. The patient is anxious and tachypneic, with a respiratory rate of 35 breaths/min on examination. She reports a recent history of prolonged travel. The chest X-ray is normal. The on-call intern suspects pulmonary embolism and checks D-dimer, which is negative. What is the most appropriate next step?","{""1"": ""Echocardiography"", ""2"": ""Repeat D-dimer check using ELISA method"", ""3"": ""CT angiography of pulmonary vessels"", ""4"": ""Perform perfusion and ventilation scan""}",Pulmonology,diagnosis,case_scenario,pulmonology,pulmonary_embolism,intermediate,1.0,"[""pulmonary embolism diagnosis"", ""D-dimer interpretation"", ""workup for shortness of breath"", ""clinical probability assessment""]",female,30,years,Adult (18+)
12768,در بررسی تصویر برداری مغز بیماری بدون سابقه بیماری خاص یک ضایعه در محل تحدب مغزی که در CT اسکن متراکم تر از بافت اطراف است همراه با اسکلروز واکنشی در استخوان مجاور و enhancement مننژ اطراف دیده می شود. کدام تشخیص محتمل تر است؟,"{'1': 'مننژیوما ', '2': 'کلیوپلاستوم ', '3': 'متاستاز ', '4': 'آستروسیتوما'}",رادیولوژی,1395,1,"In a brain imaging study of a patient with no significant medical history, a lesion is observed at the cerebral convexity that is denser than the surrounding tissue on CT scan, along with reactive sclerosis in the adjacent bone and enhancement of the surrounding meninges. Which diagnosis is more likely?","{""1"": ""Meningioma"", ""2"": ""Glioplastoma"", ""3"": ""Metastasis"", ""4"": ""Astrocytoma""}",Radiology,diagnosis,case_scenario,neurology,neuroimaging,intermediate,1.0,"[""Neuroimaging interpretation (CT scan)"", ""Differential diagnosis of brain lesions"", ""Meningeal enhancement patterns"", ""Bone changes associated with brain lesions""]",unspecified,unspecified,unspecified,Unspecified
10195,خانم 57 ساله با کاهش وزن و ضعف مراجعه می کند. در CT SCAN انجام شده مایع آسیت به همراه ضخیم شدگی پریتوئن و ندول های متعدد در پریتوئن رویت می شود. بدخیمی در کدام یک از ارگانها، محتمل ترین علت ایجاد کننده یافته های فوق می باشد؟,"{'1': 'کولون ', '2': 'معده ', '3': 'پانکراس ', '4': 'تخمدان'}",رادیولوژی,1396,4,A 57-year-old woman presents with weight loss and weakness. CT scan shows ascites fluid along with peritoneal thickening and multiple peritoneal nodules. Malignancy in which organ is the most likely cause of the above findings?,"{""1"": ""Colon"", ""2"": ""Stomach"", ""3"": ""Pancreas"", ""4"": ""Ovary""}",Radiology,etiology,case_scenario,hematology_oncology,Gynecologic Oncology,intermediate,1.0,"[""Oncologic imaging interpretation (CT scan)"", ""Differential diagnosis of ascites and peritoneal carcinomatosis"", ""Common sites of primary malignancy causing peritoneal spread""]",female,57,years,Adult (18+)
12815,آقای 53 ساله ای به دنبال car accident دچار شکستگی در 2 دنده ی سمت راست شده است. پس از ارزیابی ها بیمار با مسکن خوراکیمرخص می شود. در گرافی کنترل پس از حدود 10 روز کدورت خطی شکل در قسمت تحتانی همی توراکس راست همراه با کشیده شدن فیشر عرضی به سمت پایین دیده می شود. کدام تشخیص محتمل تر است؟,"{'1': 'پنومونی ', '2': 'هموتوراکس لوکوله ', '3': 'آمپیم ', '4': 'آتلکتازی لوب تحتانی راست'}",رادیولوژی,1395,4,"A 53-year-old male sustained fractures of 2 right ribs following a car accident. After evaluation, the patient was discharged with oral analgesics. A control radiograph approximately 10 days later shows linear opacity in the lower part of the right hemithorax with downward displacement of the transverse fissure. Which diagnosis is most likely?","{""1"": ""Pneumonia"", ""2"": ""Loculated hemothorax"", ""3"": ""Empyema"", ""4"": ""Right lower lobe atelectasis""}",Radiology,complication,case_scenario,pulmonology,thoracic_trauma,intermediate,1.0,"[""Interpretation of chest X-ray findings"", ""Complications of rib fractures"", ""Pulmonary anatomy""]",male,53,years,Adult (18+)
8287,مرد مسن دیابتی از 12 ساعت پیش دچار زخم بزرگ شونده پرینه شده است. در معاینه قرمزی و تندرنس پرینه و اسکروتوم و نکروز پوستی در ناحیه مرکز قوی دارد. کدام اقدام مناسب تر است؟,"{'1': 'پماد آنتیبیوتیک ', '2': 'سیتیاسکن ', '3': 'ام آر آی ', '4': 'دبریدمان جراحی'}",جراحی,1397,4,"An elderly diabetic man has developed a rapidly growing perineal ulcer since 12 hours ago. Examination reveals redness and tenderness of the perineum and scrotum, and significant central skin necrosis. Which action is most appropriate?","{""1"": ""Antibiotic ointment"", ""2"": ""CT scan"", ""3"": ""MRI"", ""4"": ""Surgical debridement""}",Surgery,treatment,direct_question,urology,Scrotal/Perineal Pathology,intermediate,1.0,"[""Diabetic complications"", ""Perineal infections"", ""Fournier's gangrene"", ""Surgical management of necrotizing fasciitis""]",male,,,Adult (18+)
5753,بیماری با تاری دید مراجعه نموده است. در بررسی ها تشخیص کوریورتینوپاتی سروز مرکزی مطرح شده است. در کدام حالت انجام لیزر فوتوکوآگولاسیون اندیکاسیون دارد؟,"{'1': 'سن بالای ۴۰ سال ', '2': 'وجود متامورفوپسی ', '3': 'سابقه حمله قبلی ', '4': 'طول کشیدن بیش از ۴ ماه'}",چشم پزشکی,1397,4,A patient presented with blurred vision. Central serous chorioretinopathy was diagnosed during the examinations. In which condition is laser photocoagulation indicated?,"{""1"": ""Age over 40 years"", ""2"": ""Presence of metamorphopsia"", ""3"": ""History of previous attack"", ""4"": ""Duration exceeding 4 months""}",Ophthalmology,treatment,direct_question,ophthalmology,retina,intermediate,1.0,"[""Central serous chorioretinopathy"", ""Laser photocoagulation indications in ophthalmology""]",unspecified,unspecified,unspecified,Unspecified
13020,کدام گزینه بیانگر پروتئین اوری نفروتیک در کودکان می باشد؟,"{'1': 'نسبت Pr/cr بیش از 1 ', '2': 'نسبت Pr/cr بیش از 2/0 ', '3': 'پروتئین ادرار بیش از 40mg/m2/day ', '4': 'پروتئین ادرار بیش از 40mg/m2/hour'}",کودکان,1395,4,Which option indicates nephrotic range proteinuria in children?,"{""1"": ""Pr/cr ratio greater than 1"", ""2"": ""Pr/cr ratio greater than 2.0"", ""3"": ""Urine protein greater than 40mg/m2/day"", ""4"": ""Urine protein greater than 40mg/m2/hour""}",Pediatrics,diagnosis,direct_question,pediatrics,nephrology,basic,0.0,"[""Pediatric nephrology"", ""Nephrotic syndrome"", ""Proteinuria""]",unspecified,unspecified,unspecified,Child (2-17)
10718,گروه خونی 600 نفر به صورت نمودار دایره ای رسم شده است. زاویه ای که برای نمایش نسبت فراوانی گروه خونی B به دست آمد برابر 72 درجه می باشد. تعداد افراد دارای گروه خونی B چند نفر است؟,"{'1': '**18 ', '2': '**36 ', '3': '**72 ', '4': '120'}",آمار,1395,4,The blood groups of 600 people are plotted as a pie chart. The angle obtained to show the relative frequency of blood group B is 72 degrees. What is the number of people with blood group B?,"{""1"": ""**18 "", ""2"": ""**36 "", ""3"": ""**72 "", ""4"": ""120""}",Statistics,other,direct_question,statistics,Data Representation,basic,0.0,"[""Data interpretation"", ""Circle graphs"", ""Proportions""]",unspecified,unspecified,unspecified,Unspecified
15694,"آقای 40 ساله با تنگی نفس و ضعف اندام های فوقانی و میالژی از چند ماه قبل مراجعه نموده است. بررسی های آزمایشگاهی LDH, CPK بالا مشهود است. در بررسی الکترومیوگرافیک Polyphasic potential و در بیوپسی عضله endomysial inflamation گزارش شده است. کدام یک از موارد زیر علت تنگی نفس در این بیماری را توجیه نمی کند؟","{'1': 'پنومونی آسپیراسیون ', '2': 'پنومونیت دارویی ', '3': 'بیماری انسدادی ریه ', '4': 'بیماری ریوی بینابینی'}",روماتولوژی,1394,3,"A 40-year-old male presented with shortness of breath, upper limb weakness, and myalgia for several months. Laboratory tests showed elevated LDH and CPK. Electromyography revealed polyphasic potentials, and muscle biopsy reported endomysial inflammation. Which of the following does NOT explain the cause of shortness of breath in this disease?","{""1"": ""Aspiration pneumonia"", ""2"": ""Drug-induced pneumonitis"", ""3"": ""Obstructive lung disease"", ""4"": ""Interstitial lung disease""}",Rheumatology,diagnosis,case_scenario,neurology,neuromuscular_disorders,advanced,1.0,"[""Neuromuscular disorders"", ""Myositis"", ""Electromyography interpretation"", ""Muscle biopsy interpretation"", ""Causes of dyspnea in neuromuscular disease""]",male,40,years,Adult (18+)
14560,در تمامی نوزادان علی رغم معاینه طبیعی لگن، انجام سونوگرافی لگن الزامی است، بجز:,"{'1': 'نوزاد پره\u200cترم ', '2': 'نوزاد اول دختر ', '3': 'نوزاد حاصل از زایمان بریچ ', '4': 'نوزاد دوقلو'}",ارتوپدی,1394,1,"Pelvic ultrasound is mandatory in all neonates despite normal pelvic examination, except for:","{""1"": ""Preterm neonate"", ""2"": ""First-born female neonate"", ""3"": ""Neonate born from breech delivery"", ""4"": ""Twin neonate""}",Orthopedics,screening,direct_question,pediatrics,orthopedics,intermediate,0.0,"[""Pediatric screening guidelines"", ""Developmental dysplasia of the hip (DDH)"", ""Indications for hip ultrasound in neonates""]",unspecified,,,Infant (0-1)
